Country;Artist;Song;Language;Pl.;Year;sentiment_score;index_col;track.id_x
Netherlands;jetty paerl;de vogels van holland;Dutch;;1956;6.625263157894736;0;53v8JEZeIvmIapoT4f4bMP
Switzerland;lys assia;das alte karussell;German;;1956;6.091111111111111;1;6fVu9spFhbIk5QQVcywV21
Belgium;fud leclerc;messieurs les noyés de la seine;French;;1956;5.811282051282052;2;7LWfCb2AE3XQeLhdgrMsxq
Germany;walter andreas schwarz;im wartesaal zum großen glück;German;;1956;6.191612903225807;3;6GEjmkRXCf0WCWptS9sRGb
France;mathé altéry;le temps perdu;French;;1956;6.237096774193548;4;3T49RXw5F3qggp5tBUVfpB
Luxembourg;michèle arnaud;ne crois pas;French;;1956;6.211764705882352;5;5lKzkbg1Ppj8OxlkWP7wMQ
Italy;franca raimondi;aprite le finestre;Italian;;1956;6.8354285714285705;6;6iz5UtiullDvpfwybal7P2
Netherlands;corry brokken;voorgoed voorbij;Dutch;;1956;6.364210526315788;7;1IajagHqUN9wn1DjHBithw
Switzerland;lys assia;refrain;French;1.0;1956;6.077878787878788;8;3ijeTyo5ggRvM0DTfZflBB
Belgium;mony marc;le plus beau jour de ma vie;French;;1956;6.539047619047618;9;0bhe4GXAZsKViKVO4MHsFR
Germany;freddy quinn;so geht das jede nacht;German;;1956;6.745882352941175;10;7vv2TYeybaCRBPEahE1f1D
France;dany dauberson;il est là;French;;1956;5.7329729729729735;11;6yhwuCSMogu1HspjZNstzm
Luxembourg;michèle arnaud;les amants de minuit;French;;1956;5.83909090909091;12;4xwDaFSzxOpj2iifBBtVnE
Italy;tonina torrielli;amami se vuoi;Italian;;1956;5.50611111111111;13;29MuExCtxHcENFgArRTFMI
Belgium;bobbejaan schoepen;straatdeuntje;Dutch;8.0;1957;6.3761111111111095;14;1bcMtJuW1xwfnQOA1Pa8zw
Luxembourg;danièle dupré;amours mortes;French;4.0;1957;4.898399999999999;15;
United Kingdom;patricia bredin;all;English;7.0;1957;6.7215384615384615;16;4Sqs1vBhEoo3dfqMvUPhgh
Italy;nunzio gallo;corde della mia chitarra;Italian;6.0;1957;5.487499999999999;17;7e9wO0TSNAs96XjjJaqKRV
Austria;bob martin;wohin, kleines pony?;German;10.0;1957;6.902142857142856;18;0mLmt6DBB2QITlKPXLwSxn
Netherlands;corry brokken;net als toen;Dutch;1.0;1957;6.592727272727272;19;7gFOOmJFNZMvOzNVPLIer3
Germany;margot hielscher;telefon, telefon;German (Engl./Fr./It./Sp.);4.0;1957;6.398260869565218;20;21Rc1BtK7weDmW2caDLWus
France;paule desjardins;la belle amour;French;2.0;1957;6.4126666666666665;21;5fZE54IpQqL4qOzkzx9i8n
Denmark;birthe wilke & gustav winckler;skibet skal sejle i nat;Danish;3.0;1957;5.948723404255318;22;5ZVbTmaOdEol20RDp2SNJu
Switzerland;lys assia;l'enfant que j'étais;French;8.0;1957;6.425;23;01sQcEG7fSc0gj2pDuQjki
Italy;domenico modugno;nel blu dipinto di blu;Italian;3.0;1958;6.829999999999999;24;0QceOqQ2vmiRfCjJwgHwqA
Netherlands;corry brokken;heel de wereld;Dutch;9.0;1958;6.342;25;0GI5f6p1LD6UH0DHfkOlZt
France;andré claveau;dors, mon amour;French;1.0;1958;6.874642857142855;26;3kFXYCHBeJwYrwmpLYBdpT
Luxembourg;solange berry;un grand amour;French;9.0;1958;6.286538461538462;27;4J3TVPuP3xDwhYAcRQV4O8
Sweden;alice babs;lilla stjärna;Swedish;4.0;1958;6.386999999999999;28;5jaPX2VglcZJXghJey87O8
Denmark;raquel rastenni;jeg rev et blad ud af min dagbog;Danish;8.0;1958;5.2507142857142854;29;6gZhQay5ghxwikT2KlTQMP
Belgium;fud leclerc;ma petite chatte;French;5.0;1958;6.158666666666666;30;4fbfZWNTiiTt7iEwqZlYI1
Germany;margot hielscher;für zwei groschen musik;German;7.0;1958;7.207272727272727;31;6TL4JGR0yvXzUOu1O124Uh
Austria;liane augustin;die ganze welt braucht liebe;German;5.0;1958;5.853333333333333;32;17C4megGZBj2LGMxngDGfY
Switzerland;lys assia;giorgio;German/Italian;2.0;1958;6.574736842105263;33;0oS8LPZxCx20RjkNOkUqvX
France;jean philippe;oui, oui, oui, oui;French;3.0;1959;6.771200000000001;34;7KkZLnDz1iTV1wAvO6p5ji
Denmark;birthe wilke;uh, jeg ville ønske jeg var dig;Danish;5.0;1959;6.554999999999998;35;58Hw4pkgdW9i0mvLaEOJpY
Italy;domenico modugno;piove;Italian;6.0;1959;6.3517241379310345;36;2VoaTvXbNMGkP4T758xhRJ
Monaco;jacques pills;mon ami pierrot;French;11.0;1959;6.0132258064516115;37;5gQ2kHbIJdLIsNX8TRLvJB
Netherlands;teddy scholten;een beetje;Dutch;1.0;1959;6.051562499999999;38;6fQfOgajFEdUTOvAQNoinK
Germany;alice & ellen kessler;heute abend wollen wir tanzen geh'n;German;8.0;1959;6.439199999999999;39;01LxtmsuWcyLydOIvSh0xl
Sweden;brita borg;augustin;Swedish;9.0;1959;6.004146341463415;40;3Slc76uWyTN3eMt4L8aIv1
Switzerland;christa williams;irgendwoher;German;4.0;1959;6.113529411764705;41;1NM984OomlTjwPI3BAlatM
Austria;ferry graf;der k und k kalypso aus wien;German;9.0;1959;6.072;42;3vds04DhVDdLqtgHwFA2GY
United Kingdom;pearl carr & teddy johnson;sing, little birdie;English;2.0;1959;7.04;43;0H0fQmGtdHUPAHlniFhzZd
Belgium;bob benny;hou toch van mij;Dutch;6.0;1959;6.596153846153846;44;6HbCdvszQllWEol9xnx9jg
United Kingdom;bryan johnson;looking high, high, high;English;2.0;1960;5.878947368421052;45;0nYj9GfRDlR0LZRvt69Zcg
Sweden;siw malmkvist;alla andra får varann;Swedish;10.0;1960;6.237499999999999;46;33VllQeUfMa4ux9LdiGFR6
Luxembourg;camillo felgen;so laang we's du do bast;Luxembourgish;13.0;1960;6.229444444444444;47;2b8igdRH1x6lIjJd4IUGE7
Denmark;katy bødtger;det var en yndig tid;Danish;10.0;1960;5.968999999999997;48;490Aq1ZHViIPWSsCJG6MAc
Belgium;fud leclerc;mon amour pour toi;French;6.0;1960;6.4595833333333355;49;2U0k7sc8lCBaFVmFkzhevp
Norway;nora brockstedt;voi voi;Norwegian (title Sami);4.0;1960;6.87681818181818;50;3Bc2heIPfMwLpl8FsDadlh
Austria;harry winter;du hast mich so fasziniert;German;7.0;1960;6.30375;51;4mOfSR11z0ViIKAIqxymW7
Monaco;françois deguelt;ce soir-là;French;3.0;1960;6.450303030303031;52;4wyIFFvOgoloogEct0CtvI
Switzerland;anita traversi;cielo e terra;Italian;8.0;1960;6.933684210526316;53;4srnL6rMLR8SD50IlZFOMW
Netherlands;rudi carrell;wat een geluk;Dutch;12.0;1960;6.825172413793104;54;23m199vGQ4pRqRsjz6pWoa
Germany;wyn hoop;bonne nuit ma chérie;German/French;4.0;1960;6.3393749999999995;55;7JVj2i6ksSGlvoLz4LAyEu
Italy;renato rascel;romantica;Italian;8.0;1960;6.94695652173913;56;3MrOrOfADUwMIIp7tJaejh
France;jacqueline boyer;tom pillibi;French;1.0;1960;6.321851851851853;57;3fZIQ0sdsy7u7YDmOpqbxS
Spain;conchita bautista;estando contigo;Spanish;9.0;1961;6.629523809523808;58;2r525LuX4u6TzYWrFvQUFj
Monaco;colette deréal;allons, allons les enfants;French;10.0;1961;6.746499999999999;59;3xSysXRdlCITE3KBxpCh9X
Austria;jimmy makulis;sehnsucht;German;15.0;1961;6.919999999999999;60;0HkkJBB3PnKdqSc4GClzml
Finland;laila kinnunen;valoa ikkunassa;Finnish;10.0;1961;6.9799999999999995;61;3jsqRFCFZwHYi5BPlTqxWU
Yugoslavia;ljiljana petrović;neke davne zvezde;Serbian;8.0;1961;5.6674999999999995;62;7ch5aSBmJCU1ifqF6rqAol
Netherlands;greetje kauffeld;wat een dag;Dutch;10.0;1961;6.017037037037036;63;6U0jLB9NlF9DdvHaV2Pi6O
Sweden;lill-babs;april, april;Swedish;14.0;1961;6.320909090909091;64;5mA5dddQrxHw20a76syD10
Germany;lale andersen;einmal sehen wir uns wieder;German/French;13.0;1961;6.288387096774193;65;0EKjEwWgUNeBajtlBlUg3E
France;jean-paul mauric;printemps;French;4.0;1961;6.555999999999999;66;357aAg9oreohC4Nr8T0Wrb
Switzerland;franca di rienzo;nous aurons demain;French;3.0;1961;6.172941176470588;67;4oI6GRJLKLZHPaFlCs8ONs
Belgium;bob benny;september, gouden roos;Dutch;15.0;1961;5.962692307692308;68;1aACvHfuj8DqgSK6SPlKRo
Norway;nora brockstedt;sommer i palma;Norwegian;7.0;1961;6.656538461538462;69;0MhplqZ5pC5Ojkd3hlZ1ht
Denmark;dario campeotto;angelique;Danish;5.0;1961;6.759999999999999;70;1VUQKf0165nRKbPKJiQvsW
Luxembourg;jean-claude pascal;nous les amoureux;French;1.0;1961;5.6251612903225805;71;35PWl4T8d2U3a5AboajXXw
United Kingdom;the allisons;are you sure?;English;2.0;1961;4.9727272727272736;72;4n081Amd8RrUacc8aGH0xy
Italy;betty curtis;al di là;Italian;5.0;1961;7.003333333333331;73;0XzPl6LDyTo90lzubzQdW1
Finland;marion rung;tipi-tii;Finnish;7.0;1962;6.5369230769230775;74;5VtaSzYEoPXJ28Qpt4ftXv
Belgium;fud leclerc;ton nom;French;13.0;1962;7.015294117647059;75;0OgJ20kY3ls8xnPWvBTqBK
Spain;victor balaguer;llámame;Spanish;13.0;1962;5.465;76;5NIOZIbuLhFO1PQNv3pHhl
Austria;eleonore schwarz;nur in der wiener luft;German;13.0;1962;6.578666666666666;77;52VS1wnUiK0WTYfQXb13u6
Denmark;ellen winther;vuggevise;Danish;10.0;1962;5.932592592592592;78;2k5OAYsdVSjLmgHQxxfR5U
Sweden;inger berggren;sol och vår;Swedish;7.0;1962;6.237894736842105;79;7tIog6ZYQgd2DDmr87w6xy
Germany;conny froboess;zwei kleine italiener;German;6.0;1962;5.926666666666667;80;2v3TG35plidR486Cltpgxs
Netherlands;de spelbrekers;katinka;Dutch;13.0;1962;6.05875;81;3gjcT8YnE7EAyVCMrUHLfe
France;isabelle aubret;un premier amour;French;1.0;1962;5.855999999999998;82;6caKA3oTdDqnNhbJkDKiPO
Norway;inger jacobsen;kom sol, kom regn;Norwegian;10.0;1962;6.298947368421051;83;7pf9HXbg5wcNJ84EjQKHAI
Switzerland;jean philippe;le retour;French;10.0;1962;6.273333333333333;84;2vD3OPkaC4NU0RvLltLfvP
Yugoslavia;lola novaković;ne pali svetlo u sumrak;Serbian;4.0;1962;5.7275;85;4b7uoKx0aRkfDoKhZTCvOr
United Kingdom;ronnie carroll;ring-a-ding girl;English;4.0;1962;5.998888888888888;86;1xWKvyCTYShiVtSWDU6R6S
Luxembourg;camillo felgen;petit bonhomme;French;3.0;1962;6.3175;87;5OUvkBngWb5OsVdzJ7qG0a
Italy;claudio villa;addio, addio;Italian;9.0;1962;5.625333333333334;88;6KzCofuuogjUbs79P9wq16
Monaco;françois deguelt;dis rien;French;2.0;1962;6.048749999999999;89;4wyIFFvOgoloogEct0CtvI
United Kingdom;ronnie carroll;say wonderful things;English;4.0;1963;5.672800000000002;90;4N0EQx9iCy1RwkcEsrjduN
Netherlands;annie palmen;een speeldoos;Dutch;13.0;1963;6.200909090909092;91;
Germany;heidi brühl;marcel;German;9.0;1963;6.4628571428571435;92;3NcdaFlf7hZoLSztQ1yNpV
Austria;carmela corren;vielleicht geschieht ein wunder;German/English;7.0;1963;6.448888888888888;93;
Norway;anita thallaug;solhverv;Norwegian;13.0;1963;6.69695652173913;94;
Italy;emilio pericoli;uno per tutte;Italian;3.0;1963;6.1375;95;06f63DevahZydan1UTOl6m
Finland;laila halme;muistojeni laulu;Finnish;13.0;1963;6.710714285714286;96;0Tims1bz7uG5VrLV4isIG5
Denmark;grethe & jørgen ingmann;dansevise;Danish;1.0;1963;6.691923076923077;97;1oIVUqdVUFouSa6xsSN5aM
Yugoslavia;vice vukov;brodovi;Croatian;11.0;1963;5.958518518518519;98;
Switzerland;esther ofarim;t'en va pas;French;2.0;1963;5.824799999999999;99;
France;alain barrière;elle était si jolie;French;5.0;1963;5.610526315789473;100;6m0s4XFYpE1h63NaP6hBA9
Spain;josé guardiola;algo prodigioso;Spanish;12.0;1963;6.607272727272729;101;08lZvHPOvP3MsGpxZlZ9Up
Sweden;monica zetterlund;en gång i stockholm;Swedish;13.0;1963;6.497272727272726;102;07hcAtqiaRRc94E0JqRr9x
Belgium;jacques raymond;waarom?;Dutch;10.0;1963;6.593749999999998;103;
Monaco;françoise hardy;l'amour s'en va;French;5.0;1963;6.1025;104;0WqtE6cxmZGxPM7dJzCTFa
Luxembourg;nana mouskouri;à force de prier;French;8.0;1963;6.065217391304347;105;6m2OeTFSoVmjlzBHPhXJMO
Luxembourg;hugues aufray;dès que le printemps revient;French;4.0;1964;5.4946153846153845;106;0LPXnHXAqvQb87ev9kg4YM
Netherlands;anneke grönloh;jij bent mijn leven;Dutch;10.0;1964;5.514444444444445;107;45gyXIShQP2CAibAvNR35t
Norway;arne bendiksen;spiral;Norwegian;8.0;1964;6.6436;108;3lEr4sYEU61ltDXe6tYals
Denmark;bjørn tidmand;sangen om dig;Danish;9.0;1964;5.927647058823529;109;2qrYkjTj7enhgNFF2b0Wur
Finland;lasse mårtenson;laiskotellen;Finnish (English);7.0;1964;6.313157894736843;110;6t8sZTNZuCvP2GdK9Kdqa7
Austria;udo jürgens;warum nur, warum?;German;6.0;1964;6.181176470588235;111;54zSEO4ks5ZTHOamunEP0F
France;rachel;le chant de mallory;French;4.0;1964;6.640769230769229;112;5ATFYzJdCMISJUUVRDUHMA
United Kingdom;matt monro;i love the little things;English;2.0;1964;6.628235294117647;113;
Germany;nora nova;man gewöhnt sich so schnell an das schöne;German;13.0;1964;6.303333333333332;114;
Monaco;romuald;où sont-elles passées;French;3.0;1964;6.291818181818181;115;
Portugal;antónio calvário;oração;Portuguese;13.0;1964;5.213846153846153;116;0W7wuxhKmMMBujmVEWFPBc
Italy;gigliola cinquetti;non ho l'età;Italian;1.0;1964;6.522222222222222;117;07rZol7bEXJSUHIcwah0eq
Yugoslavia;sabahudin kurt;život je sklopio krug;Bosnian;13.0;1964;6.5323076923076915;118;
Switzerland;anita traversi;i miei pensieri;Italian;13.0;1964;6.412399999999999;119;
Belgium;robert cogoi;près de ma rivière;French;10.0;1964;5.974285714285714;120;
Spain;los tnt;caracola;Spanish;12.0;1964;6.168823529411765;121;
Netherlands;conny van den bos;'t is genoeg;Dutch;11.0;1965;6.4276470588235295;122;3TxiAWswbM1EjjfPFf8Rcw
United Kingdom;kathy kirby;i belong;English;2.0;1965;6.324999999999999;123;2qqMPMlgHSaBn8ZvuZSuPl
Spain;conchita bautista;¡qué bueno, qué bueno!;Spanish;15.0;1965;6.795714285714285;124;6ojK3fWtv67fPP3yMti3ZC
Ireland;butch moore;walking the streets in the rain;English;6.0;1965;4.7695;125;5EkZqJSOOKccA8mNZ2tD4w
Germany;ulla wiesner;paradies, wo bist du?;German;15.0;1965;6.242272727272726;126;
Austria;udo jürgens;sag ihr, ich lass sie grüßen;German;4.0;1965;5.542777777777778;127;7aacNMSobUYIDPk5hot0zZ
Norway;kirsti sparboe;karusell;Norwegian;13.0;1965;5.974999999999999;128;6gB67CyTuqYEfDZDgUrAuA
Belgium;lize marke;als het weer lente is;Dutch;15.0;1965;6.237647058823531;129;
Monaco;marjorie noël;va dire à l'amour;French;9.0;1965;6.335789473684211;130;
Sweden;ingvar wixell;absent friend;English;10.0;1965;6.051578947368421;131;
France;guy mardel;n'avoue jamais;French;3.0;1965;6.26470588235294;132;1vPCbI7QPZtU6T42uaeP8w
Portugal;simone de oliveira;sol de inverno;Portuguese;13.0;1965;6.241724137931033;133;
Italy;bobby solo;se piangi, se ridi;Italian;5.0;1965;5.658571428571428;134;5ET02WBbKzQnaEhtUqscg8
Denmark;birgit brüel;for din skyld;Danish;7.0;1965;6.367368421052631;135;
Luxembourg;france gall;poupée de cire, poupée de son;French;1.0;1965;6.057241379310346;136;0e3LOEZR3NwbbHFGPYr3uQ
Finland;viktor klimenko;aurinko laskee länteen;Finnish;15.0;1965;6.156666666666667;137;5XOlicvifsYZXaMuJJBv7Q
Yugoslavia;vice vukov;čežnja;Croatian;12.0;1965;6.335000000000001;138;0DwGK5kdjM0AuqnNoUeYXT
Switzerland;yovanna;non – à jamais sans toi;French;8.0;1965;5.6579999999999995;139;2eklJtgkMIjgqLZwaouyq1
Germany;margot eskens;die zeiger der uhr;German;10.0;1966;6.087999999999999;140;
Denmark;ulla pia;stop – mens legen er go';Danish;14.0;1966;6.154782608695651;141;3Q23AxQsI0eOk1GeauUS14
Belgium;tonia;un peu de poivre, un peu de sel;French;4.0;1966;6.609642857142859;142;
Luxembourg;michèle torr;ce soir je t'attendais;French;10.0;1966;6.032105263157895;143;
Yugoslavia;berta ambrož;brez besed;Slovene;7.0;1966;6.075;144;3OZqPWY86jhuv6DV5TV0kK
Norway;åse kleveland;intet er nytt under solen;Norwegian;3.0;1966;5.4152941176470595;145;68ccbuUBIZtRKO0Y7TWnUc
Finland;ann christine;playboy;Finnish (title English);10.0;1966;5.9729629629629635;146;54mp4tmF3nXH7Jeemy9Pqy
Portugal;madalena iglésias;ele e ela;Portuguese;13.0;1966;6.4085714285714275;147;
Austria;udo jürgens;merci, chérie;German (French);1.0;1966;5.498000000000001;148;1KHSnWFJ5a988kM1Kz2daX
Sweden;lill lindfors & svante thuresson;nygammal vals;Swedish;2.0;1966;5.877777777777776;149;5nDEZqQnqzdhAC1OVfNwaA
Spain;raphael;yo soy aquél;Spanish;7.0;1966;6.149230769230769;150;4H71d1kJ8DB8J4atO8fbBl
Switzerland;madeleine pascal;ne vois-tu pas?;French;6.0;1966;6.1025;151;
Monaco;tereza kesovija;bien plus fort;French;17.0;1966;5.982727272727272;152;6Db1NbH5ciwaDd7bfZSFRV
Italy;domenico modugno;dio, come ti amo;Italian;17.0;1966;6.365454545454546;153;0QceOqQ2vmiRfCjJwgHwqA
France;dominique walter;chez nous;French;16.0;1966;6.388717948717951;154;
Netherlands;milly scott;fernando en filippo;Dutch;15.0;1966;6.236111111111111;155;3AmVKvtAS3OImFeqvVGuyB
Ireland;dickie rock;come back to stay;English;4.0;1966;6.050526315789473;156;7lTuANjyCyJnxHMsDuly99
United Kingdom;kenneth mckellar;a man without love;English;9.0;1966;5.753684210526314;157;
Netherlands;thérèse steinmetz;ring-dinge-ding;Dutch;14.0;1967;6.296363636363637;158;
Luxembourg;vicky leandros;l'amour est bleu;French;4.0;1967;5.9810526315789465;159;2d4tsheKYpiViY3DMj6YzW
Austria;peter horton;warum es hunderttausend sterne gibt;German;14.0;1967;6.703448275862069;160;
France;noëlle cordier;il doit faire beau là-bas;French;3.0;1967;5.701818181818183;161;
Portugal;eduardo nascimento;o vento mudou;Portuguese;12.0;1967;5.194736842105263;162;45jHhmhraLygLdDN2Tzjbr
Switzerland;géraldine;quel cœur vas-tu briser?;French;17.0;1967;6.438;163;
Sweden;östen warnerbring;som en dröm;Swedish;8.0;1967;6.134444444444446;164;
Finland;fredi;varjoon – suojaan;Finnish;12.0;1967;5.953200000000001;165;7GaBWkzawVsNZdD1JrLSt6
Germany;inge brück;anouschka;German;8.0;1967;6.156842105263158;166;6LhJIO58tpna7IKqxUmYRN
Belgium;louis neefs;ik heb zorgen;Dutch;7.0;1967;6.296470588235294;167;3Uk5rpKaUh8dTnt7OejuBu
United Kingdom;sandie shaw;puppet on a string;English;1.0;1967;6.067058823529413;168;7f5w4aiYgVZrp9w4bNaBLu
Spain;raphael;hablemos del amor;Spanish;6.0;1967;6.135714285714286;169;3h0I8a35OhfnWfcaKD9Mq2
Norway;kirsti sparboe;dukkemann;Norwegian;14.0;1967;6.029411764705882;170;7K0dXUFeCJdV5R0uSFxaiE
Monaco;minouche barelli;boum-badaboum;French;5.0;1967;5.166666666666667;171;
Yugoslavia;lado leskovar;vse rože sveta;Slovene;8.0;1967;5.362380952380953;172;5T9gnM2nUHKTwu4PFNdB2n
Italy;claudio villa;non andare più lontano;Italian;11.0;1967;6.25;173;
Ireland;sean dunphy;if i could choose;English;2.0;1967;5.6172;174;6csPs5g5gUraKCMlf8y9LB
Portugal;carlos mendes;verão;Portuguese;11.0;1968;5.6642857142857155;175;7IYxsnisQ7qAPqND3hjuHu
Netherlands;ronnie tober;morgen;Dutch;16.0;1968;6.37;176;7BjNbgaqtFFqNyjnC6FlSw
Belgium;claude lombard;quand tu reviendras;French;7.0;1968;6.067272727272728;177;
Austria;karel gott;tausend fenster;German;13.0;1968;5.8562962962962954;178;12iIyCnCAm5tUGjXmlYJP5
Luxembourg;chris baldo & sophie garel;nous vivrons d'amour;French;11.0;1968;6.292307692307691;179;
Switzerland;gianni mascolo;guardando il sole;Italian;13.0;1968;6.354666666666668;180;
Monaco;line & willy;à chacun sa chanson;French;7.0;1968;6.234444444444446;181;
Sweden;claes-göran hederström;det börjar verka kärlek, banne mej;Swedish;5.0;1968;5.980740740740741;182;5Te84rHKyLty7RybM0MsA6
Finland;kristina hautala;kun kello käy;Finnish;16.0;1968;5.426666666666667;183;2KI9w9GLsjAogCCRYxlCOq
France;isabelle aubret;la source;French;3.0;1968;6.167105263157893;184;6i60X6H71zC4Tc78TV3HNm
Italy;sergio endrigo;marianne;Italian;10.0;1968;6.852307692307692;185;6qjTf8vArMndh5BalX4qGv
United Kingdom;cliff richard;congratulations;English;2.0;1968;5.976999999999999;186;1ZfbMOw5VSh5Qqr8hgLCkJ
Norway;odd børre;stress;Norwegian;13.0;1968;6.237777777777779;187;4G0JuU13pmQpwtY1rr9iWm
Ireland;pat mcguigan;chance of a lifetime;English;4.0;1968;6.514;188;
Spain;massiel;la, la, la;Spanish;1.0;1968;6.7929999999999975;189;1ApXNkjfjxkSDoezO8Kh8g
Germany;wenche myhre;ein hoch der liebe;German;6.0;1968;6.009473684210525;190;1SlsyDG3PMLZ57fLzp5WVI
Yugoslavia;dubrovački trubaduri;jedan dan;Croatian;7.0;1968;6.924615384615384;191;0oauAuGYrtL0WE1viNRp9X
Yugoslavia;ivan & m's;pozdrav svijetu;Croatian (8 other);13.0;1969;6.708421052631579;192;5SX7SfpgSboMheARVsrll5
Luxembourg;romuald;catherine;French;11.0;1969;5.782;193;
Spain;salomé;vivo cantando;Spanish;1.0;1969;6.318571428571429;194;059G9tpE3kl6wz3kiddaN0
Monaco;jean jacques;maman, maman;French;6.0;1969;6.515757575757575;195;
Ireland;muriel day feat. the lindsays;the wages of love;English;7.0;1969;5.5925;196;
Italy;iva zanicchi;due grosse lacrime bianche;Italian;13.0;1969;5.640869565217391;197;5PW1ADTEu6BJuAM2h7bH6m
United Kingdom;lulu;boom bang-a-bang;English;1.0;1969;6.470588235294117;198;0vaRIQTdMIEnXjhWlVS95p
Netherlands;lenny kuhr;de troubadour;Dutch;1.0;1969;6.409166666666666;199;2KCMlWqxxevzBWAsxRPXjH
Sweden;tommy körberg;judy, min vän;Swedish;9.0;1969;6.519285714285713;200;1Z4zGDjmHURFmHAd0OAV2t
Belgium;louis neefs;jennifer jennings;Dutch;7.0;1969;7.021000000000001;201;4nZ516wquSpoubxkqQ4ban
Switzerland;paola del medico;bonjour, bonjour;German (French);5.0;1969;6.473846153846153;202;
Norway;kirsti sparboe;oj, oj, oj, så glad jeg skal bli;Norwegian;16.0;1969;6.424347826086957;203;1wTSmFsq5noeiitpwifvIG
Germany;siw malmkvist;primaballerina;German;9.0;1969;6.577777777777777;204;5I0IiNSEy5ww523Wvmgrmc
France;frida boccara;un jour, un enfant;French;1.0;1969;6.514;205;0VOcpdpcOg2t05nvubJeOr
Portugal;simone de oliveira;desfolhada portuguesa;Portuguese;15.0;1969;6.004;206;1G0kV398JWt9kB9p1wL4at
Finland;jarkko & laura;kuin silloin ennen;Finnish;12.0;1969;6.522499999999999;207;2X1lTPfQPqlylzpGzvaR7E
Netherlands;hearts of soul;waterman;Dutch;7.0;1970;6.229473684210526;208;6S9SsvlO9cDLDiPvZ6sJRj
Switzerland;henri dès;retour;French;4.0;1970;5.985609756097561;209;
Italy;gianni morandi;occhi di ragazza;Italian;8.0;1970;6.05;210;1w7ID6DNVqWTkFigG5bHgE
Yugoslavia;eva sršen;pridi, dala ti bom cvet;Slovene;11.0;1970;5.581333333333333;211;2CvoEIoi0GNXxPKPNIS0yo
Belgium;jean vallée;viens l'oublier;French;8.0;1970;5.373125;212;
France;guy bonnet;marie-blanche;French;4.0;1970;6.352692307692307;213;6G6Lj4fbS9obWHNdVAVNK8
United Kingdom;mary hopkin;knock, knock who's there?;English;2.0;1970;6.109333333333335;214;
Luxembourg;david alexandre winter;je suis tombé du ciel;French;12.0;1970;5.744137931034481;215;21xC67c7diIerIlEN6pjHq
Spain;julio iglesias;gwendolyne;Spanish;4.0;1970;6.297499999999999;216;5lOCkGJeSqXM3zK6vCmmhK
Monaco;dominique dussault;marlène;French (English/German);8.0;1970;5.9948484848484815;217;
Germany;katja ebstein;wunder gibt es immer wieder;German;3.0;1970;6.505882352941177;218;
Ireland;dana;all kinds of everything;English;1.0;1970;6.802608695652174;219;3SJPRPwpF0MTFKPrshBeKM
Austria;marianne mendt;musik;Viennese German;16.0;1971;6.411250000000001;220;
Malta;joe grech;marija l-maltija;Maltese;18.0;1971;6.414705882352941;221;
Monaco;séverine;un banc, un arbre, une rue;French;1.0;1971;6.623529411764705;222;
Switzerland;peter, sue & marc;les illusions de nos vingt ans;French;12.0;1971;7.08142857142857;223;47F73dkUQMKOl77Zs68pxk
Germany;katja ebstein;diese welt;German;3.0;1971;6.429090909090909;224;
Spain;karina;en un mundo nuevo;Spanish;2.0;1971;6.425000000000001;225;1gCPAFPtD9BYPCiwoKx4pn
France;serge lama;un jardin sur la terre;French;10.0;1971;6.289666666666667;226;5qrnU9rQR0Vpoc4vI1zmYc
Luxembourg;monique melsen;pomme, pomme, pomme;French;13.0;1971;5.8131818181818184;227;
United Kingdom;clodagh rodgers;jack in the box;English;4.0;1971;5.891818181818182;228;
Belgium;lily castel & jacques raymond;goeiemorgen, morgen;Dutch;14.0;1971;6.442399999999999;229;
Italy;massimo ranieri;l'amore è un attimo;Italian;5.0;1971;5.87037037037037;230;5yyEIHirG13Ya2rcBvIpC5
Sweden;family four;vita vidder;Swedish;6.0;1971;6.465714285714286;231;5UG4ChEd4lIRHEJc30Dmls
Ireland;angela farrell;one day love;English;11.0;1971;5.954642857142857;232;
Netherlands;saskia & serge;tijd;Dutch;6.0;1971;6.313157894736844;233;
Portugal;tonicha;menina do alto da serra;Portuguese;9.0;1971;6.348888888888888;234;
Yugoslavia;krunoslav slabinac;tvoj dječak je tužan;Croatian;14.0;1971;5.496363636363636;235;16kpCMIBKDFBEsXFELHZie
Finland;markku aro & koivistolaiset;tie uuteen päivään;Finnish;8.0;1971;5.686875;236;
Norway;hanne krogh;lykken er...;Norwegian;17.0;1971;6.520454545454547;237;1eM9Y8taUZ9wgt2s5EdLnF
Germany;mary roos;nur die liebe läßt uns leben;German;3.0;1972;6.006956521739129;238;4mkVigCJarqgKLSJKjvqg2
France;betty mars;comé-comédie;French;11.0;1972;6.085925925925927;239;0muoMzCAxmXvji3PYzgEIb
Ireland;sandie jones;ceol an ghrá;Irish;15.0;1972;7.004347826086956;240;
Spain;jaime morey;amanece;Spanish;10.0;1972;6.1221428571428556;241;
United Kingdom;the new seekers;beg, steal or borrow;English;2.0;1972;5.742222222222222;242;0oIL0V8acWjmUDs79Uiqsz
Norway;grethe kausland & benny borg;småting;Norwegian;14.0;1972;6.559354838709677;243;
Portugal;carlos mendes;a festa da vida;Portuguese;7.0;1972;6.099354838709676;244;7wLYU9xbF3rGxN8ZYTy0NS
